priority,category,status,control,source_rows,evidence
P0,accessi-privacy,passed,Non registrare token nei log.,addendum:A0347,invite-link-privacy 3/3: il frammento non viene trasmesso nelle richieste HTTP e viene cancellato prima del claim
P0,accessi-privacy,passed,non riceve log non autorizzati.,addendum:A0153,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,non riceve posizioni private;,addendum:A0144,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,non riceve sessioni o inviti altrui.,addendum:A0149,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,non riceve token o segreti;,addendum:A0155,"security-surface L1: bundle pubblico privo di codice gruppo, token di sessione e token Cloudflare"
P0,accessi-privacy,passed,Non riutilizzare token già revocati.,addendum:A0345,Live revoke command 403 + authenticated remote QA 20/20; preview a4b05356; 2026-08-04
P0,accessi-privacy,passed,non utilizzare la password comune per aggirare il rifiuto.,addendum:A0274,access-state-documentation + access-session-boundaries 17/17: password comune non ripete né autorizza endpoint privati dopo 401/403
P0,accessi-privacy,pending,Notifica per invito personale.,globale:T-0085,
P0,accessi-privacy,pending,"Notifica per posizione condivisa, soltanto se autorizzata.",globale:T-0087,
P0,accessi-privacy,passed,notifiche autorizzate correttamente;,globale:T-1793,push-audience 5/5: autorizzazione calcolata lato Worker prima di costruire ogni push
P0,accessi-privacy,passed,Notifiche inviate soltanto agli utenti autorizzati a vedere il post.,globale:T-0070,"push-audience 5/5: matrice public/family/group/private verificata per pubblico, ospite e profilo"
P0,accessi-privacy,passed,nuove funzioni basate sulla sessione;,addendum:A0400,ui-password-access touch 1/1: Pubblica usa la sessione personale verificata e non il codice comune
P0,accessi-privacy,passed,"offrire accesso o collegamento del profilo, se appropriato;",addendum:A0270,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P0,accessi-privacy,passed,Ogni invito deve essere collegato a un profilo esistente.,globale:T-1017,P0_DB_AUTH_INTEGRITY: D1 respinge inviti senza profilo e li elimina a cascata | P0_DB_AUTH_INTEGRITY 3/3: trigger D1 respinge INSERT invito con profile_id inesistente e pulisce gli inviti alla cancellazione del profilo
P0,accessi-privacy,passed,ogni richiesta non autorizzata viene rifiutata dal server;,addendum:A0448,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Ogni sessione deve essere collegata a un profilo esistente.,globale:T-1021,P0_DB_AUTH_INTEGRITY: D1 respinge sessioni senza profilo e le elimina a cascata | P0_DB_AUTH_INTEGRITY 3/3: trigger D1 respinge INSERT sessione con profile_id inesistente e pulisce le sessioni alla cancellazione del profilo
P0,accessi-privacy,passed,ogni tasto autorizzato funziona realmente;,addendum:A0446,ui-endpoint-authorization-alignment 2/2 + authorization-matrix 59/59
P0,accessi-privacy,passed,ogni tasto non autorizzato è nascosto o disabilitato;,addendum:A0447,ui-endpoint-authorization-alignment 2/2 + authorization-matrix 59/59
P0,accessi-privacy,passed,password di gruppo e sessione Coordinatore;,addendum:A0054,"ui-coordinator-grid touch 1/1: password comune, sessione viaggiatore e sessione coordinatore verificate come tre stati distinti"
P0,accessi-privacy,passed,password di gruppo e sessione scaduta;,addendum:A0055,CREDENTIAL-STATE-MACHINE + ui-password-access + ui-role-live: password senza sessione resta Pubblico; sessione scaduta viene rimossa e richiede invito
P0,accessi-privacy,passed,password di gruppo e sessione Viaggiatore;,addendum:A0053,Playwright credential precedence 4/4; preview 06eec926; 2026-08-04
P0,accessi-privacy,passed,password errata;,usabilita:U0492,ui-critical produzione mobile: password errata non sblocca Gruppo né documenti
P0,accessi-privacy,passed,permesso autorizzato;,globale:T-1381,ui-location touch 1/1: permesso riattivato consente nuovo invio e successiva cancellazione
P0,accessi-privacy,passed,privacy dei profili;,globale:T-1795,authorization-matrix 55/55: campi tecnici del consenso esclusi dalla risposta condivisa; documenti e posizioni restano su endpoint autenticato
P0,accessi-privacy,passed,privacy nella vista pubblica.,usabilita:U0401,ui-critical e production-smoke: cache privata filtrata e stato pubblico privo di campi privati
P0,accessi-privacy,passed,profile_id della sessione prevale sempre sul profile_id del localStorage;,addendum:A0061,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Protezione contro accesso a documenti altrui.,globale:T-0222,"authorization-matrix 55/55: pubblico, ospite e altro viaggiatore ricevono 403; proprietario e coordinatore aprono; solo il proprietario sostituisce o elimina"
P0,accessi-privacy,passed,prova ripetutamente una funzione non autorizzata;,addendum:A0438,access-session-boundaries 17/17: venticinque richieste private con sessioni false restano tutte 401
P0,accessi-privacy,passed,pubblicazione non autorizzata;,usabilita:U0497,ui-critical produzione mobile: Pubblica senza sessione mostra Accesso privato e non monta il compositore
P0,accessi-privacy,passed,Pubblico: nessun accesso.,globale:T-0484,"ui-critical produzione mobile: nessun comando privato, documenti o griglia coordinatore"
P0,accessi-privacy,passed,quali contenuti privati esistono.,addendum:A0359,"resource-enumeration 17/17: pubblico, familiare e altro viaggiatore non distinguono una chiave documento reale da una casuale"
P0,accessi-privacy,passed,quali inviti esistono;,addendum:A0357,resource-enumeration 17/17: viaggiatore riceve risposta identica tentando la revoca di un invito reale o inesistente
P0,accessi-privacy,passed,quali sessioni sono attive;,addendum:A0358,resource-enumeration 17/17: elenco dispositivi limitato al profilo corrente; dispositivo altrui e casuale sono indistinguibili
P0,accessi-privacy,passed,"Registrare data, ora e ultimo utilizzo della sessione.",globale:T-0037,"auth-lifecycle 35/35: created_at, last_used_at ed expires_at sono registrati e mostrati nell’elenco dispositivi"
P0,accessi-privacy,passed,registri nome accessibile;,addendum:A0201,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P0,accessi-privacy,passed,"regola di precedenza tra password, sessione e dati locali;",addendum:A0467,ui-role-live touch 2/2: il server prevale e cancella token profilo ruolo e nome locali obsoleti
P0,accessi-privacy,passed,reinviarla con token differente;,addendum:A0326,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Revoca immediata di sessioni compromesse.,globale:T-0230,extended-p0-auth-lifecycle 28/28: revoca selettiva del secondo dispositivo e token respinto immediatamente con 401
P0,accessi-privacy,passed,Revocare il dispositivo mentre è aperta una finestra privata.,addendum:A0101,Playwright live role/revoke 1/1; preview a4b05356; 2026-08-04
P0,accessi-privacy,passed,"Revocare invito, se previsto.",usabilita:U0381,auth-lifecycle 40/40: il coordinatore revoca selettivamente un invito tramite identificativo non utilizzabile come token
P0,accessi-privacy,passed,Revocare un invito non ancora utilizzato.,globale:T-0779,auth-lifecycle 40/40: DELETE dell’invito pendente restituisce 200 e il successivo claim viene respinto
P0,accessi-privacy,passed,riceve soltanto contenuti autorizzati ai familiari;,addendum:A0146,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Ricezione invito.,globale:T-1233,ui-invite-misdelivery touch 2/2: invito personale ricevuto su telefono nuovo crea la sessione del profilo previsto
P0,accessi-privacy,pending,Richiedere invito personale.,usabilita:U0483,
P0,accessi-privacy,passed,Richiedere l’invito personale per collegare un dispositivo a un profilo.,globale:T-0038,QA 1.31.0: nuovo dispositivo collegato tramite invito personale monouso
P0,accessi-privacy,pending,Richiesta di nuovo accesso.,usabilita:U0488,
P0,accessi-privacy,passed,"Ridurre la durata della sessione, attualmente prevista fino a 90 giorni.",globale:T-0039,security-surface + auth-lifecycle 35/35: durata massima ridotta a 30 giorni e inattività massima a 21 giorni
P0,accessi-privacy,passed,Riprovare dopo autorizzazione dalle impostazioni.,usabilita:U0064,ui-location touch 1/1: dopo clear e nuovo grant la riprova invia e cancella la posizione
P0,accessi-privacy,pending,rispetta le autorizzazioni;,usabilita:U0684,
P0,accessi-privacy,passed,Risultato atteso: accesso negato.,globale:T-0331;usabilita:U0409,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Risultato atteso: nessun contenuto privato visibile.,globale:T-0871,"authorization-matrix 55/55: stato pubblico=solo public, familiare=public+family, altro viaggiatore e coordinatore non vedono il private altrui"
P0,accessi-privacy,passed,Risultato atteso: sessione non valida.,globale:T-0765,access-session-boundaries 17/17 + auth-lifecycle 68/68: sessioni scadute alterate e revocate ricevono 401
P0,accessi-privacy,passed,Riutilizzare lo stesso invito su telefono B.,globale:T-0333,auth-lifecycle 61/61: claim concorrente su due telefoni consente un solo vincitore; riuso successivo respinto 403/409
P0,accessi-privacy,passed,Riutilizzare lo stesso invito.,usabilita:U0408,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Ruotare il token dopo operazioni sensibili.,globale:T-0040,session-token-rotation 2/2 + auth-lifecycle 61/61: rotazione atomica e token precedente respinto | session-token-rotation 2/2 + auth-lifecycle 61/61: auth/refresh sostituisce atomicamente l’hash e restituisce una nuova credenziale legata allo stesso dispositivo
P0,accessi-privacy,pending,"Se la password del gruppo deve permettere la pubblicazione, creare una sessione Ospite/Familiare valida e controllata.",usabilita:U0002,
P0,accessi-privacy,pending,"Se può pubblicare, creare sessione Ospite.",usabilita:U0480,
P0,accessi-privacy,passed,Separare profilo pubblico e profilo privato.,globale:T-0052,production-smoke: stato pubblico separato dall'area privata
P0,accessi-privacy,passed,separato dall’accesso al gruppo;,addendum:A0360,ui-password-access touch 1/1: il codice comune apre solo la registrazione; la pubblicazione avviene dopo una sessione personale distinta
P0,accessi-privacy,passed,sessione A e dati locali del profilo B.,addendum:A0058,Playwright credential precedence 4/4; preview 06eec926; 2026-08-04
P0,accessi-privacy,passed,sessione A sulla risorsa A;,addendum:A0105,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,sessione A sulla risorsa B;,addendum:A0106,resource-enumeration 17/17: sessione A non legge documento né dispositivo di B e non revoca la sessione B
P0,accessi-privacy,passed,sessione B sulla risorsa A;,addendum:A0107,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,sessione mancante;,usabilita:U0493,"Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa"
P0,accessi-privacy,passed,sessione revocata.,addendum:A0135;addendum:A0214,extended-p0-auth-lifecycle 28/28: logout e logout-all revocano immediatamente la sessione
P0,accessi-privacy,passed,sessione scaduta;,globale:T-1583;usabilita:U0494;addendum:A0134;addendum:A0166;addendum:A0213,QA 1.31.0: sessione inattiva respinta
P0,accessi-privacy,passed,sessione valida/non valida;,addendum:A0415,access-session-boundaries 17/17: sessione legata al dispositivo 200; assente scaduta o alterata 401
P0,accessi-privacy,passed,spiegare quale autorizzazione manca;,addendum:A0265,"ACCESS-DENIAL-MESSAGES + access-state-documentation 2/2: ogni diniego indica sessione, ruolo, proprietà o identità ospite mancante"
P0,accessi-privacy,passed,Tentare accesso a documento altrui.,globale:T-0624,extended-p0-documents: media privata negata ad altro viaggiatore
P0,accessi-privacy,passed,Tentare accesso diretto ai documenti.,usabilita:U0580,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P0,accessi-privacy,passed,Tentare di creare un invito.,usabilita:U0623,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P0,accessi-privacy,passed,tentativo non autorizzato;,globale:T-1584,authorization-matrix 55/55: operazioni fuori ruolo ricevono 401/403 senza creare o modificare dati
P0,accessi-privacy,passed,test con password;,usabilita:U0718,ui-password-access touch 1/1: password corretta non emette una sessione né abilita documenti prima della registrazione
P0,accessi-privacy,passed,test con sessione scaduta;,usabilita:U0723,access-session-boundaries 17/17 + auth-lifecycle 68/68: sessione scaduta negata su stato e area privata
P0,accessi-privacy,passed,test delle autorizzazioni;,globale:T-0017,endpoint-authorization-inventory 2/2 + ui-endpoint-authorization-alignment 2/2 + authorization-matrix 59/59
P0,accessi-privacy,pending,test di accessibilità;,globale:T-0020,
P0,accessi-privacy,passed,test senza password;,usabilita:U0719,"ui-password-access touch 1/1: apertura pubblica senza password, area privata 401 e nessun comando documenti"
P0,accessi-privacy,passed,Toccare il pulsante Accesso.,usabilita:U0039,ui-password-access touch 1/1: pulsante Accedi azionato sul pannello mobile e transizione al modulo Entra nel gruppo
P0,accessi-privacy,passed,token revocato sulla risorsa A;,addendum:A0111,Live revoke command 403 + authenticated remote QA 20/20; preview a4b05356; 2026-08-04
